TITLE,TITLE ABRV,Catalog,Rank,YEAR
INTERNATIONAL CONFERENCE ON INFORMATION RESOURCES MANAGEMENT,Conf-IRM,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON INFORMATION SECURITY AND ASSURANCE,ISA,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INFORMATION SECURITY AND CRYPTOGRAPHY,SECRYPT,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON INFORMATION SECURITY AND CRYPTOLOGY,ICISC,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS,ICIS,CORE2013,A*,2013
INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS ANALYSIS AND SYNTHESIS,ISAS,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS DEVELOPMENT,ISD,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS SECURITY,ICISS,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON INFORMATION SYSTEMS TECHNOLOGY AND ITS APPLICATION,ISTA,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY AND APPLICATIONS,ICITA,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY IN REGIONAL AREAS,ITiRA,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY INTERFACES,ITI,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY: CODING AND COMPUTING,ITCC,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INFORMATION THEORETIC SECURITY,ICITS,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INFORMATION VISUALISATION,IV,CORE2013,B,2013
"INTERNATIONAL CONFERENCE ON INFORMATION, COMMUNICATIONS AND SIGNAL PROCESSING",ICICS,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON INNOVATIONS FOR COMMUNITY SERVICES (WAS INNOVATIVE INTERNET COMPUTER SYSTEMS IICS UNTIL 2014),I4CS,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INTEGRATION OF ARTIFICIAL INTELLIGENCE AND OPERATIONS RESEARCH TECHNIQUES IN CONSTRAINT PROGRAMMING FOR COMBINATORIAL OPTIMIZATION PROBLEMS,CPAIOR,CORE2013,B,2013
"INTERNATIONAL CONFERENCE ON INTELLIGENT AGENTS, WEB TECHNOLOGIES, AND INTERNET COMMERCE",IAWTIC,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON INTELLIGENT DATA ENGINEERING AND AUTOMATED LEARNING,IDEAL,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INTELLIGENT PERVASIVE COMPUTING,IPC,CORE2013,C,2013
"INTERNATIONAL CONFERENCE ON INTELLIGENT SOFTWARE METHODOLOGIES, TOOLS, AND TECHNIQUES (WAS INTERNATIONAL CONFERENCE ON SOFTWARE METHODS AND TOOLS)",SoMeT,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS,ICIL,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS AND KNOWLEDGE ENGINEERING,ISKE,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON INTELLIGENT SYSTEMS DESIGNS AND APPLICATIONS,ISDA,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INTELLIGENT TEXT PROCESSING AND COMPUTATIONAL LINGUISTICS,CICLING,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON INTELLIGENT TUTORING SYSTEMS,ITS,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON INTELLIGENT USER INTERFACES,IUI,CORE2013,A,2013
"INTERNATIONAL CONFERENCE ON INTERACTION SCIENCES: INFORMATION TECHNOLOGY, CULTURE AND HUMAN",ICIS,CORE2013,C,2013
"INTERNATIONAL CONFERENCE ON INTERACTIVE DIGITAL STORYTELLING (2008 MERGER OF ""ICVS INTERNATIONAL CONFERENCE ON VIRTUAL STORYTELLING"" AND ""TIDSE TECHNOLOGY FOR INTERACTIVE DIGITAL STORYTELLING"")",ICIDS,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INTERNATIONAL AND COMMUNICATION TECHNOLOGIES,ICICTE,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INTERNET AND WEB APPLICATIONS AND SERVICES,ICIW,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INTERNET COMPUTING,IC,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON INTERNET COMPUTING IN SCIENCE AND ENGINEERING,ICICSE,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INTERNET MONITORING AND PROTECTION,ICIMP,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON INTERNET TECHNOLOGIES AND APPLICATIONS,ITA,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON IT BASED HIGHER EDUCATION AND TRAINING,ITHET,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON KNOWLEDGE DISCOVERY AND DATA MINING,WKDD,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON KNOWLEDGE ENGINEERING AND KNOWLEDGE MANAGEMENT,EKAW,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON KNOWLEDGE ENGINEERING AND ONTOLOGY DEVELOPMENT,KEOD,CORE2013,C,2013
"INTERNATIONAL CONFERENCE ON KNOWLEDGE SCIENCE, ENGINEERING AND MANAGEMENT",KSEM,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON KNOWLEDGE-BASED AND INTELLIGENT INFORMATION AND ENGINEERING SYSTEMS,KES,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON KNOWLEDGE-BASED INTELLIGENT ELECTRONIC SYSTEMS,KIES,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON LANGUAGE AND AUTOMATA THEORY AND APPLICATIONS,LATA,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON LEGAL KNOWLEDGE AND INFORMATION SYSTEMS,JURIX,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON LOGIC PROGRAMMING,ICLP,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON LOGIC PROGRAMMING AND NON-MONOTONIC REASONING,LPNMR,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON MACHINE LEARNING,ICML,CORE2013,A*,2013
INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND APPLICATIONS,ICMLA,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON MACHINE LEARNING AND CYBERNETICS,ICMLC,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON MACHINE VISION,ICMV,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON MANAGED PROGRAMMING LANGUAGES AND RUNTIMES (WAS MANLANG AND PREVIOUSLY PRINCIPLES AND PRACTICE OF PROGRAMMING IN JAVA: PPPJ),MPLR,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON MANAGEMENT OF DATA,COMAD,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON MASSIVELY PARALLEL COMPUTING SYSTEMS,MPCS,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON MEDICAL INFORMATION? VISUALISATION,MediVis,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON MOBILE AND UBIQUITOUS SYSTEMS: NETWORKS AND SERVICES,Mobiquitous,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON MOBILE BUSINESS,ICMB,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON MOBILE DATA MANAGEMENT,MDM,CORE2013,C,2013
"INTERNATIONAL CONFERENCE ON MOBILE UBIQUITOUS COMPUTING, SYSTEMS, SERVICES AND TECHNOLOGIES",UBICOMM,CORE2013,C,2013
"INTERNATIONAL CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS (PREVIOUSLY UML, CHANGED IN 2005)",MODELS,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON MODEL TRANSFORMATION,ICMT,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON MODELLING AND SIMULATION (WAS ESM EUROPEAN SIMULATION MULTICONFERENCE),ECMS,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON MODELLING DECISIONS FOR ARTIFICIAL INTELLIGENCE,MDAI,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON MULTIMEDIA MODELLING,MMM,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON MULTIMEDIA RETRIEVAL (PREVIOUSLY MIR),ICMR,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON MULTIMODAL INTERACTION (WAS INTERNATIONAL CONFERENCE ON MULTIMODAL INTERFACES),ICMI,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON NATURAL COMPUTATION,ICNC,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON NETWORK AND SERVICE MANAGEMENT (AMALGAMATION OF DSOM AND RELATED WORKSHOPS FROM 2010),CNSM,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON NETWORK AND SYSTEM SECURITY,NSS,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON NETWORK PROTOCOLS,ICNP,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON NETWORKED COMPUTING,INC,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON NEURAL INFORMATION PROCESSING,ICONIP,CORE2013,A,2013
"INTERNATIONAL CONFERENCE ON NEURAL, PARALLEL AND SCIENTIFIC COMPUTATIONS",NPSC,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON NEW TRENDS OF INFORMATION AND SERVICE SCIENCE,NISS,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON NEXT GENERATION WEB SERVICES PRACTICES,NWESP,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON OBJECT ORIENTED INFORMATION SYSTEMS,OOIS,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON OPERATIONS RESEARCH,GOR,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON OPTIMIZATION: TECHNIQUES AND APPLICATIONS,ICOTA,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON PAIRING-BASED CRYPTOGRAPHY,Pairing,CORE2013,C,2013
"INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED COMPUTING, APPLICATIONS AND TECHNOLOGIES",PDCAT,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED PROCESSING TECHNIQUES AND APPLICATIONS,PDPTA,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON PARALLEL AND DISTRIBUTED SYSTEMS,ICPADS,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON PARALLEL ARCHITECTURE AND COMPILATION TECHNIQUES,PACT,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON PARALLEL PROCESSING,ICPP,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON PARALLEL PROCESSING AND APPLIED MATHEMATICS,PPAM,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON PATTERN RECOGNITION,ICPR,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON PERSUASIVE TECHNOLOGY,Persuasive,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON PERVASIVE COMPUTING (JOINED WITH UBICOMP FROM 2013),PERVASIVE,CORE2013,A*,2013
INTERNATIONAL CONFERENCE ON PERVASIVE COMPUTING AND APPLICATIONS,ICPCA,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON PERVASIVE SERVICES,ICPS,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON PRACTICE AND THEORY IN PUBLIC KEY CRYPTOGRAPHY,PKC,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON PRINCIPLES AND PRACTICE OF CONSTRAINT PROGRAMMING,CP,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON PRINCIPLES AND PRACTICE OF DECLARATIVE PROGRAMMING,PPDP,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON PRINCIPLES OF DISTRIBUTED SYSTEMS,OPODIS,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON PRINCIPLES OF PRACTICE IN MULTI-AGENT SYSTEMS (PRIOR TO 2009 WAS PACIFIC RIM INTERNATIONAL WORKSHOP ON MULTI-AGENTS),PRIMA,CORE2013,B,2013
"INTERNATIONAL CONFERENCE ON PROBABILISTIC, COMBINATORIAL, AND ASYMPTOTIC METHODS IN THE ANALYSIS OF ALGORITHMS (WAS CONFERENCE ON ANALYSIS OF ALGORITHMS)",AofA,CORE2013,B,2013
"INTERNATIONAL CONFERENCE ON PROBABILITY, STATISTICS AND OPERATIONAL RESEARCH",PSOR,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON PROVABLE SECURITY,ProvSec,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON QUALITATIVE RESEARCH IN IT & IT IN QUALITATIVE RESEARCH,QualIT,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON RECENT ADVANCES IN INFORMATION TECHNOLOGY AND APPLICATIONS,RAITA,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON RECENT ADVANCES IN NATURAL LANGUAGE PROCESSING,RANLP,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON RELATIONAL AND ALGEBRAICMETHODS IN COMPUTER SCIENCE (WAS INTERNATIONAL CONFERENCE ON RELATIONAL METHODS IN COMPUTER SCIENCE RELMICS),RAMiCS,CORE2013,C,2013
"INTERNATIONAL CONFERENCE ON RELATIONS, ORDERS AND GRAPHS: INTERACTION WITH COMPUTER SCIENCE",ROGICS,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON RELIABLE SOFTWARE TECHNOLOGIES,Ada-Europe,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON RESEARCH CHALLENGES IN INFORMATION SCIENCE,RCIS,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON REWRITING TECHNIQUES AND APPLICATIONS (NOW MERGED WITH FSCD FORMAL STRUCTURES FOR COMPUTATION AND DEDUCTION),RTA,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON RISKS AND SECURITY OF INTERNET AND SYSTEMS,CRiSIS,CORE2013,C,2013
"INTERNATIONAL CONFERENCE ON ROBOTICS, VISION, SIGNAL PROCESSING AND POWER APPLICATIONS (WAS ROVPIA)",RoVISP,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON RUNTIME VERIFICATION (WAS WORKSHOP PRE 2010),RV,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON SCIENTIFIC AND STATISTICAL DATA BASE MANAGEMENT,SSDBM,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON SECURITY AND PRIVACY FOR COMMUNICATION NETWORKS,SecureComm,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON SECURITY IN PERVASIVE COMPUTING,ICSPC,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON SECURITY OF INFORMATION AND NETWORKS,SIN,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON SEMANTIC AND DIGITAL MEDIA TECHNOLOGIES,SAMT,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON SEMANTICS KNOWLEDGE AND GRID,SKG,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON SEQUENCES AND THEIR APPLICATIONS,SETA,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON SERVICE ORIENTED COMPUTING,ICSOC,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON SOFTWARE AND DATA TECHNOLOGIES,ICSoft,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON SOFTWARE AND SYSTEM PROCESSES (WAS ICSP PRIOR TO 2011),ICSSP,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON SOFTWARE ARCHITECTURE (WAS PREVIOUSLY WICSA),ICSA,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON SOFTWARE COMPOSITION,SC,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON SOFTWARE DEVELOPMENT,SWDC,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING,ICSE,CORE2013,A*,2013
INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING ADVANCES,ICSEA,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND FORMAL METHODS,SEFM,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,SEKE,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING THEORY AND PRACTICE,SETP,CORE2013,C,2013
"INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING, ARTIFICIAL INTELLIGENCE, NETWORKING AND PARALLEL/DISTRIBUTED COMPUTING",SNPD,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING: EDUCATION AND PRACTICE ,SEEP ,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON SOFTWARE LANGUAGE ENGINEERING,SLE,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON SOFTWARE QUALITY MANAGEMENT,SQM,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON SOFTWARE REUSE,ICSR,CORE2013,A,2013
"INTERNATIONAL CONFERENCE ON SOFTWARE TESTING, VERIFICATION AND VALIDATION",ICST,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON SPOKEN LANGUAGE PROCESSING,ICSLP,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON SYSTEMS ENGINEERING,ICSEng,CORE2013,C,2013
"INTERNATIONAL CONFERENCE ON SYSTEMS RESEARCH, INFORMATICS AND CYBERNETICS",ICSRIC,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON SYSTEMS THINKING IN MANAGEMENT,STM,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON TECHNOLOGY AND BUSINESS MANAGEMENT,ICTBM,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON TECHNOLOGY EDUCATION,TE,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON TEMPORAL LOGIC,ICTL,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON TESTS AND PROOFS,TAP,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON THE APPLICATION AND THEORY OF PETRI NETS AND CONCURRENCY,ICATPN,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON THE FOUNDATIONS OF DIGITAL GAMES,FDG,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON THE PRINCIPLES OF KNOWLEDGE REPRESENTATION AND REASONING,KR,CORE2013,A*,2013
INTERNATIONAL CONFERENCE ON THE SIMULATION AND SYNTHESIS OF LIVING SYSTEMS,ALIFE,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON THE STATISTICAL ANALYSIS OF TEXTUAL DATA,JADT,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON THE THEORY AND APPLICATION OF CRYPTOGRAPHIC TECHNIQUES,EuroCrypt,CORE2013,A*,2013
INTERNATIONAL CONFERENCE ON THE THEORY AND APPLICATION OF CRYPTOLOGY AND INFORMATION SECURITY,ASIACRYPT,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON THEOREM PROVING WITH ANALYTIC TABLEAUX AND RELATED METHODS,TABLEAUX,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON THEORETICAL AND MATHEMATICAL FOUNDATIONS OF COMPUTER SCIENCE,TMFCS,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON THEORETICAL AND METHODOLOGICAL ISSUES IN MACHINE TRANSLATION,TMI,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON THEORY AND APPLICATIONS OF COMPUTATIONAL SCIENCE,TACS,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON THEORY AND APPLICATIONS OF SATISFIABILITY TESTING,SAT,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON THEORY AND PRACTICE OF DIGITAL LIBRARIES (WAS ECDL UNTIL 2010),TPDL,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE,ICTAI,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON TRUST MANAGEMENT,iTrust,CORE2013,C,2013
"INTERNATIONAL CONFERENCE ON TRUST, PRIVACY AND SECURITY IN DIGITAL BUSINESS",TrustBus,CORE2013,B,2013
"INTERNATIONAL CONFERENCE ON TRUST, SECURITY AND PRIVACY IN COMPUTING AND COMMUNICATIONS",TrustCom,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON UBIQUITOUS INTELLIGENCE AND COMPUTING,UIC,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON UNCONVENTIONAL COMPUTATION AND NATURAL COMPUTATION (WAS INTERNATIONAL CONFERENCE ON UNCONVENTIONAL COMPUTATION),UC,CORE2013,C,2013
"INTERNATIONAL CONFERENCE ON USER MODELLING, ADAPTATION, AND PERSONALIZATION (WAS AH AND UM)",UMAP,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON VERY LARGE DATABASES,VLDB,CORE2013,A*,2013
INTERNATIONAL CONFERENCE ON VIRTUAL EXECUTION ENVIRONMENTS,VEE,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON VIRTUAL SYSTEMS AND MULTIMEDIA,VSMM,CORE2013,B,2013
INTERNATIONAL CONFERENCE ON VISION THEORY AND APPLICATIONS (JOINED WITH GRAPP FROM 2008),VISAPP,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON VISUAL INFORMATION SYSTEMS,VISUAL,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON VLSI DESIGN,VLSID,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON WEB ENGINEERING,ICWE,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON WEB INFORMATION SYSTEMS AND TECHNOLOGIES,WEBIST,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON WEB INFORMATION SYSTEMS ENGINEERING,WISE,CORE2013,A,2013
INTERNATIONAL CONFERENCE ON WEB-AGE INFORMATION MANAGEMENT,WAIM,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON WEB-BASED MODELLING AND SIMULATION,WebSim,CORE2013,C,2013
INTERNATIONAL CONFERENCE ON WORLDWIDE COMPUTING AND ITS APPLICATIONS,WWCA,CORE2013,C,2013
INTERNATIONAL CONFERENCE SOFTWARE AND SYSTEMS ENGINEERING AND THEIR APPLICATIONS,ICSSEA,CORE2013,C,2013
"INTERNATIONAL CONFERENCES IN CENTRAL EUROPE ON COMPUTER GRAPHICS, VISUALIZATION AND COMPUTER VISION",WSCG,CORE2013,B,2013
INTERNATIONAL CONGRESS OF CHINESE MATHEMATICIANS,ICCM,CORE2013,C,2013
INTERNATIONAL CONGRESS OF MATHEMATICIANS,ICM,CORE2013,C,2013
INTERNATIONAL CONGRESS ON COMPUTATIONAL AND APPLIED MATHEMATICS,ICCAM,CORE2013,C,2013
INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,MODSIM,CORE2013,C,2013
INTERNATIONAL CSI COMPUTER CONFERENCE,CSICC,CORE2013,C,2013
INTERNATIONAL DATABASE CONFERENCE (HK CS),IDC(W),CORE2013,L,2013
INTERNATIONAL DATABASE ENGINEERING AND APPLICATIONS SYMPOSIUM,IDEAS,CORE2013,B,2013
INTERNATIONAL EUROPEAN CONFERENCE ON PARALLEL AND DISTRIBUTED COMPUTING (WAS INTERNATIONAL CONFERENCE ON PARALLEL PROCESSING),EuroPar,CORE2013,A,2013
INTERNATIONAL FEDERATION OF AUTOMATIC CONTROL WORLD CONGRESS,IFAC,CORE2013,C,2013
INTERNATIONAL FLINS CONFERENCE ON ROBOTICS AND ARTIFICIAL INTELLIGENCE (WAS INTERNATIONAL FUZZY LOGIC AND INTELLIGENT TECHNOLOGIES IN NUCLEAR SCIENCE CONFERENCE),FLINS,CORE2013,B,2013
INTERNATIONAL FORUM ON APPLIED WEARABLE COMPUTING,IFAWC,CORE2013,C,2013
INTERNATIONAL FRENCH SPEAKING CONFERENCE ON LOGIC AND CONSTRAINT PROGRAMMING,JFPLC,CORE2013,C,2013
INTERNATIONAL FRONTIERS OF ALGORITHMICS WORKSHOP,FAW,CORE2013,B,2013
INTERNATIONAL ICSC CONGRESS ON INTELLIGENT SYSTEMS AND APPLICATIONS,IICISA,CORE2013,C,2013
INTERNATIONAL IEEE SECURITY IN STORAGE WORKSHOP,SISW,CORE2013,C,2013
INTERNATIONAL IEEE WORKSHOP ON SOFTWARE EVOLVABILITY,SE,CORE2013,C,2013
INTERNATIONAL JOINT CONFERENCE CAAP/FASE ON THEORY AND PRACTICE OF SOFTWARE DEVELOPMENT,TAPSOFT,CORE2013,C,2013
INTERNATIONAL JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE,IJCAI,CORE2013,A*,2013
INTERNATIONAL JOINT CONFERENCE ON AUTOMATED REASONING,IJCAR,CORE2013,A*,2013
"INTERNATIONAL JOINT CONFERENCE ON AUTONOMOUS AGENTS AND MULTIAGENT SYSTEMS (PREVIOUSLY THE INTERNATIONAL CONFERENCE ON MULTIAGENT SYSTEMS, ICMAS, CHANGED IN 2000)",AAMAS,CORE2013,A*,2013
INTERNATIONAL JOINT CONFERENCE ON COMPUTATIONAL LINGUISTICS,IJCNLP2,CORE2013,B,2013
INTERNATIONAL JOINT CONFERENCE ON E-BUSINESS AND TELECOMMUNICATIONS,ICETE,CORE2013,C,2013
"INTERNATIONAL JOINT CONFERENCE ON KNOWLEDGE DISCOVERY, KNOWLEDGE ENGINEERING AND KNOWLEDGE MANAGEMENT",IC3K,CORE2013,C,2013
INTERNATIONAL JOINT CONFERENCE ON NATURAL LANGUAGE PROCESSING,IJCNLP,CORE2013,B,2013
INTERNATIONAL JOINT CONFERENCE ON QUALITATIVE AND QUANTITATIVE PRACTICAL REASONING,ESQARU,CORE2013,A,2013
INTERNATIONAL JOINT CONFERENCE ON ROUGH SETS (2014 INTERNATIONAL CONFERENCE ON ROUGH SETS AND CURRENT TRENDS IN COMPUTING JOINED WITH 3 OTHERS),IJCRS (was RSCTC),CORE2013,C,2013
INTERNATIONAL KES SYMPOSIUM ON AGENTS AND MULTIAGENT SYSTEMS - TECHNOLOGIES AND APPLICATIONS,KES AMSTA,CORE2013,C,2013
INTERNATIONAL LOGIC PROGRAMMING SYMPOSIUM,ILPS,CORE2013,A,2013
INTERNATIONAL MACHINE VISION AND IMAGE PROCESSING CONFERENCE,IMVIP,CORE2013,C,2013
"INTERNATIONAL MEETING ON HIGH PERFORMANCE COMPUTING FOR COMPUTATIONAL SCIENCE (PREVIOUSLY INTERNATIONAL MEETING VECTOR AND PARALLEL PROCESSING, CHANGED IN 2002)",VECPAR,CORE2013,B,2013
INTERNATIONAL NATURAL LANGUAGE GENERATION CONFERENCE,INLG,CORE2013,B,2013
INTERNATIONAL NETWORK OPTIMIZATION CONFERENCE,INOC,CORE2013,C,2013
INTERNATIONAL NZ CONFERENCE ON COMPUTER-HUMAN INTERACTION ,SIGCHI-NZ,CORE2013,"Australasian (missed 2013, changed 2019)",2013
INTERNATIONAL PARALLEL COMPUTING WORKSHOP,PCW,CORE2013,C,2013
INTERNATIONAL PICTURE CODING SYMPOSIUM,PCS,CORE2013,C,2013
INTERNATIONAL PYTHON CONFERENCE,IPythC,CORE2013,C,2013
INTERNATIONAL SEMANTIC WEB CONFERENCE,ISWC,CORE2013,A,2013
INTERNATIONAL SYMPOSIUM COMPONENT-BASED SOFTWARE ENGINEERING,CBSE,CORE2013,A,2013
INTERNATIONAL SYMPOSIUM ON 3D DATA PROCESSING VISUALIZATION AND TRANSMISSION,3DPVT,CORE2013,C,2013
INTERNATIONAL SYMPOSIUM ON ADVANCED DB TECHNOLOGIES AND INTEGRATION,ADTI,CORE2013,B,2013
